"","score","text"
"461",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"462",0,"rt mytop5 cenkuygur hang   guys  75  years  go hey   mean time come    message   purpose 
trump 
m…"
"463",2,"never 
holocaust survivor     america  came  trump holocaust nazis neonazis neveragain
"
"464",1,"bjbetheltweets deanbaker13 jamielove  often different sides   coin  hoping new trump trade move wi… "
"465",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"466",1,"rt richardangwin   presidents response  charlottesville looked like

saturdaymorning resist trump 1u tcot maga mapoli …"
"467",1,"rt bbcrajiniv  tweet sums   lot 1  trump wants  comment  something   via twitter didnt take long    wish…"
"468",0,"‘ daily’  end  trump’s business advisory councils  "
"469",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"470",1,"small earthquake strikes  hawaii islands east coast   news politics clinton trump follow"
"471",1,"ne riez pas  lavocat de trump lui aussi  des amis noirs   via mistergdec"
"472",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"473",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"474",2,"rt todropadime2 hey nazi trump 
20000  20 
youre  winning "
"475",2,"rt immigrant4trump realdonaldtrump  voted  trump maga trump "
"476",0,"rt knp2bp thanks mittromney marcorubio senatemajldr speakerryan 

 trump lies amp silence abt antifa  charlottesville amp rallies…"
"477",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"478",0," totally agree   mr  called president potus trump altright bostonfreespeech cdnpoli sad "
"479",1,"fakenews draintheswamp maga foxnews fakenewsmedia hannity realdonaldtrump potus trump cnn "
"480",1,"rt pioball sallyalbright hopefully  incompetent trump administration demonstrates  fallacy  populism well enough  even …"
"481",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"482",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"483",1,"rt belladora45 realclearnews costareports bannon  gone    trump  contracting  war outif  decide  give erikp…"
"484",-1,"rosscjr cnn mccain    senior advisor  amp sen corn <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+623C><U+3E64> flake  going get  new lesson    represent… "
"485",1,"rt mepilarczyk immer gut durchleuchten  das kackbraune übel lauert überall <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E38>  humorkamenskysk  trump donaldtrump usa ameri…"
"486",2,"rt amdreamers2017 voor trump zijn vijanden gaat niks te ver amerika mag ten onder gaan als ze maar van trump af zijn …"
"487",-1,"rt todropadime2 foxnews   100  fault  trump hes  golfing  americans   protest nazis
nice job fox news …"
"488",-1,"dnc yeah buisness owners love electing libtards  burden   onerous regulations raise  taxes amp st… "
"489",1,"additionally trump tore   sun  calling   “showboat”   role   solar eclipse… "
"490",-1,"bannon   wh naw got transferred  fake distancing  open hate whitenationism  trump pence… "
"491",2,"  long  like  one can achieve   whole tenure  4yrs trump "
"492",2,"rt spiegelenglish  true face  donald trump  cover   latest edition  designed  edelstudio available now …"
"493",0,"rt donnawr8 <U+2620><U+FE0F>kkk founder   dnc delegate

put    pipe  smoke it<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E64> 

trump maga charlottesville 
…"
"494",1,"ogiannino ma la guerra della altright non doveva essere combattuta contro  traditori delloccidente e trump … "
"495",-1,"rt goldstarmomtx55  1 name surprises mei knew ryan mccain amp graham  compromised   long time kasich hates trump
drain
…"
"496",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"497",0,"rt brianpaulstuart  can stand w  racist bigot realdonaldtrump  follow  path  heyerground walked   righteous woman trump…"
"498",-1,"rt starknightz boston ‘free speech’ rally speakers receiving death threats  trumptrain trump"
"499",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"500",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"501",0,"qd les générations futures regarderont comment la gauche us  traité trump il verront ça cô une période sombre de… "
"502",1,"rt scottadamssays new blog post   really need moral leadership   white house  charlottesville trump"
"503",0," 2 dozen ppl attended trumps rally  boston lol
theresistance 
charlottesville 
 via usatoday"
"504",-2,"rt webstergtarpley hegemonic resistance slogan now  trumpno kkkno fascist usa endorsed  taxwallstreetparty protest washing…"
"505",2,"mitchmcconell  let donaldtrump steps       work  trump    voters stand  … "
"506",-1," 1 name surprises mei knew ryan mccain amp graham  compromised   long time kasich hates trump
drain… "
"507",2,"rt melaniemaharaj trump learn   delegates <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+383C><U+3E38> trump cphpride loveislove equality "
"508",1,"rt elizabethwila retweet   stand  trump side
maga "
"509",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"510",1,"rt sandratxas another civil war

one side  8 trillion bullets   doesnt know  bathroom  use<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E37><U+200D><U+2640><U+FE0F>

maga trump …"
"511",0,"learning   zapatistas  fight  fascists   ezln charolettesville… "
"512",-2,"rt webstergtarpley hegemonic resistance slogan now  trumpno kkkno fascist usa endorsed  taxwallstreetparty protest washing…"
"513",1,"ill never take trump seriously  "
"514",-2,"postracialmama     doubt   will  unseated   dumb    back  trumps  sides state… "
"515",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"516",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"517",-1,"wonderstruck01 deepsouthproud thats  lie trump denounced   far back  1994     fake mor… "
"518",1,"foxnews kevinjacksontbs  real victims   american people   country ripping  apart  trump … "
"519",-2," flaws  obama amp hillary  past history amp  nothing    trump chaotic weak leadershipthe buck s… "
"520",1,"rt heikomaas mit seiner unklaren haltung ggü rassisten verrät trump das freiheitliche erbe amerikas
mehr dazu bei vicegermany …"
"521",0,"antifa  nazi    leftist shit maga fakenews trump altright trumptrain draintheswamp… "
"522",2," like  liberal empire strikes back trump returns   liberal empire  darthvader   "
"523",1,"valloinen talo  ajautunut kaaokseen trump cnnpolitics "
"524",1,"les gens qui se pâment devant la perspective d1 démission de trump alors que cest ce mec qui lui succèderait  "
"525",2,"rt redwinger gold  

auspol uk usa trump potus "
"526",-1,"one honoreenorman lear questioned trump  “given  indifference  worse regarding  arts  humanities” "
"527",2,"maggienyt understandably thats  mayor told trump   come especially    going  pardon arpaio … "
"528",-1,"rt jaclopac trumps administration  determined 2 roll back regulations amp open public land  private industry gop impeach …"
"529",1,"no45 trump<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E39> trump45 trumplies lockhimup trumprussia nazitrump notmypresident… "
"530",-1,"cowardly trump fear artist reminding   horrible  unwated   skips kennedycenterhonors    thank  ha"
"531",2,"yay  boston police  shut  counters  america  great    way  go… "
"532",1,"icymi prophecy  ryanlizza gt firing steve bannon won’t change donald trump   new yorker populism  "
"533",1,"rt tbimobile   b movie actor   qualify   congress   cant wash  trump  stupid now   due disrespect…"
"534",0,"ananavarro dont talk  god  will answer  god   attacks  gods anointed trump maga  "
"535",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"536",-1,"realdonaldtrump breitbartnews sounds like youre blowing smoke  stevebannon ass hoping  wont rip   new… "
"537",0,"rt erslogar guns  august potus trump gasman altreich bannon whitehouse nazi kkk maga fascism charlottesville resist impe…"
"538",2,"rt immigrant4trump realdonaldtrump  voted  trump maga trump "
"539",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"540",1,"rt danielverton charging nazis armed  without  permit charolettesville trump "
"541",2,"rt chrissyusa1 maga americafirst patriot trump istandwithtrump us gdp hits tecord 19 trillion "
"542",0,"rt katxarielle mondaymotivation trump just announced racism  evil
proud asianlatina maga <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63>
ignore gallup approval rating fake n…"
"543",1,"trump inherited obama gwb billclinton mess  will take years  clean   tatiana"
"544",0,"  ruled   insane clown  needs  get impeached trump impeachtrump"
"545",1,"rt habshappy realdonaldtrump sure  can change history watch  
trump stevebannon whitehouse bannon b…"
"546",1,"joncoopertweets alphatyger realdonaldtrump trump doesnt make  money  hosting events … "
"547",1,"rt dreuz1fo effet trump  le nombre hebdomadaire de chômeurs vient de baisser à son plus bas point depuis mars 1973"
"548",0,"antifa  nazi    leftist shit maga fakenews trump altright trumptrain draintheswamp… "
"549",1,"rt jaybadran kürzlich fragte trump potus nach ob er sich selber begnadigen kann er sollte sich besser fragen ob er sich selber entla…"
"550",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"551",3,"trump supporters  awesome thats   recaptured  government peacefully americafirst maga "
"552",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"553",1," long   voted <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33> trump usa russia china politics economics policy… "
"554",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"555",0,"matthewharryhoy onlyredherrings trobinsonnewera oh  richardbranson  misogynous orangutang   dissimi… "
"556",1,"trump   boxed in<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33> "
"557",2,"rt trumpnewmedia realdonaldtrump feds charge ohio man  tried  rush trump stage thank  donaldtrump  enforcing  law htt…"
"558",1,"rt bijan63 just two   go pence trump "
"559",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"560",1," republican senators stand  president trump
"
"561",1,"putinpaganda realbigballs  cnn leaves   best attack  trump  date
altleft altleftmedia… "
"562",0,"antifa  nazi    leftist shit maga fakenews trump altright trumptrain draintheswamp… "
"563",-1,"rt trumpworld realdonaldtrump politicians let us  now  payback time  

trump

like  boss 

presidenttrump

make america gre…"
"564",0,"america  always  fragile   nation   appears   disintegrating  trump   term  office  last 4 years"
"565",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"566",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"567",1,"rt jaclopac trump  charlottesville  little  late "
"568",1,"rt garystlawrence  statue  trump  mitchmcconnell shouldnt  taken  "
"569",-2,"trump regime must end boycott everything trump
products golf courses  real estate holdings hell understand losing profits"
"570",1,"rt bmcmullansnr  trump forgot hes    apprentice now yourfired "
"571",0,"rt unpersuaded112  good number  evangelics  hypocrites  gave us gw bush amp iraq amp now trump amp russia religion cancer …"
"572",1,"rt agendaofevil trump  ‘cut  military aid  pakistan’ thinks us   ‘ripped ’ "
"573",-2,"freespeechrallyboston hey boston heres  white supremacists  frigging idiots <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E34>trump "
"574",1,"guardavo il tg e mi è uscito spontaneo un  che schifo  pensavo  trump impeachtrump"
"575",0,"rt waynedupreeshow live <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35> media wants  destroy nationalismlove  country  associating  racism trump trump2020 maga …"
"576",2,"lauferlaw thats right lets   trumpamnestyday  november 11 2017 anyone  disavows trump   won… "
"577",0,"rt balleralert now  know   crazy   church  satan doesnt want   associated  trump "
"578",1,"rt danielamrtnsn man vet ju inte vad man ska säga till näst får man väl se hur det går för börsen trump"
"579",2,"rt blazebandit2015 huge win  trump supporters seattle mayor ed murray orders  removal  vladimir leninstatue <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62>

maga …"
"580",1,"rt victoria41768 kennedycenterhonors amjoy trump impeachtrump resist obama charlottesville barcelonaterrorattack saturdaythought…"
"581",0,"
racism neonazis rightagainstright charlottesville trump problemsolved lovemore peacefulresistance"
"582",0,"rt missusbojangles trump amp  staff keep repeating  myth  hes created  jobs   first six months   presidency …"
"583",2,"welcome  theswamp <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E37>

youcallwehaul6 asavagenation trump antifaterrorists infowars realjameswoods "
"584",1,"rt haggisman57 blitzer   saturated  antitrump politics   forgotten   think trump gop dnc cdnpoli onpoli …"
"585",2," proud   boston rn  will finally declare  conservatives nazis bostonfreespeech fightsupremacy trump freespeechrally"
"586",3,"excellent wellwritten amp deadon
opinion   week  president trump resigned
resist trump charlottesville
"
"587",0,"rt realjunsonchan time  bankrupt  fake news terrorists like cnn     trump maga "
"588",0,"rt balleralert now  know   crazy   church  satan doesnt want   associated  trump "
"589",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"590",1,"trump y melaniatrump  asistirán  kennedycenterhonors casa blanca  "
"591",1,"rt sanderja eindelijk een officieel orgaan dat het durft op te schrijven zoals het  wat een goede brief trump "
"592",1,"<U+0622><U+0645><U+0631><U+06CC><U+06A9><U+0627><U+06CC><U+06CC><U+0627> <U+0646><U+0645><U+06CC><U+062F><U+0648><U+0646><U+0646> <U+0627><U+06CC><U+0646> <U+06A9><U+0627><U+0631><U+0627><U+06CC><U+06CC> <U+06A9><U+0647> <U+062A><U+0631><U+0627><U+0645><U+067E> <U+0645><U+06CC><U+06A9><U+0646><U+0647> <U+0648> <U+062A><U+0639><U+062C><U+0628> <U+0645><U+06CC><U+06A9><U+0646><U+0646> <U+0648> <U+0639><U+0635><U+0628><U+0627><U+0646><U+06CC> <U+0645><U+06CC><U+0634><U+0646> <U+0628><U+0631><U+0627><U+06CC> <U+0645><U+0627> <U+062E><U+0627><U+0637><U+0631><U+0647> <U+0627><U+0633><U+062A> ahmadinejad trump"
"593",1,"rt azedjogus aux etatsunis à chaque chute dun membre de léquipe de trump un bar offre à boire gratuitement à ses clients"
"594",0,"rt runner2469  deconstruction  govt  bannon told cpac  trump goal continues apace  nazitrump attmpt 2 distract usn…"
"595",0,"trumps agenda

bannon breitbart altright trade afghanistan whitehouse impeachtrump realdonaldtrump quit

"
"596",1,"rt jamesmelville america youre drunk
charlottesville trump
"
"597",1,"rt unpersuaded112  name  dixie im  11year old bug chasing sweetheart  needs  home please rt  far  wide  trump …"
"598",1,"rt 614swat donald trump stares  man  kkk shirt  country  going  hell

trump <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38> "
"599",1,"trump"
"600",1,"rt foxnews bretbaier president trump us going   president trumphes  going  change  steve bannon    …"
"601",1,"rt pioball sallyalbright hopefully  incompetent trump administration demonstrates  fallacy  populism well enough  even …"
"602",1,"rt daniilsokolov trump protesters belgium brussels "
"603",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"604",1,"rt chuckwoolery media needs  villain    ratings doesnt need    real villain   pick trump  just make  re…"
"605",-2,"realdonaldtrump   won due  voter suppression  russian interference     illegitimate president… "
"606",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"607",1,"rt spdde klare haltung von heikomaas <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61> vicegermany  trump charlottesville "
"608",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"609",1,"eeuu
los trump  asistirán  los premios de las artes del centro kennedy
 "
"610",1,"kennedycenterhonors amjoy trump impeachtrump resist obama charlottesville barcelonaterrorattack… "
"611",1," deconstruction  govt  bannon told cpac  trump goal continues apace  nazitrump attmpt 2 distr… "
"612",3,"   best women babefortrump maga usa trumprally trump potus trump2016 trumppence dealwithit… "
"613",-1,"trumps fcc aided sinclairs expansion cheap company 2 mangers needed 2 open office supply cabinet  via politico"
"614",0,"brianpaulstuart crazy uncle    railed  trump  day1   just wrote    crazyuncle talk"
"615",1,"rt bravelad  missouri state senator  called   assassination  trump   removed  office   mo state senate …"
"616",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"617",1,"rt sandratxas another civil war

one side  8 trillion bullets   doesnt know  bathroom  use<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E37><U+200D><U+2640><U+FE0F>

maga trump …"
"618",1," antitrump people  scared
scared  trump will succeed
draintheswamp
maga 
moab 
 1503116891"
"619",0,"rt sandratxas hey antifa blm take   monument  slavery <U+203C><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62>
saturdaymorning 
maga
trump "
"620",2,"rt amjoyshow davidcorndc  breitbart    audience  media  tries  target trump aides  also supporting donald…"
"621",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"622",1,"rt bijan63 just two   go pence trump "
"623",2,"realdonaldtrump  people spoke   better start listening boston trump "
"624",2,"rt mariakevwe maga americafirst trump45 trumptrain trump "
"625",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"626",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"627",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"628",1,"rt unpersuaded112 two ohio coal plants announce closures layoffs  indiana carrier    voted  trump huh …"
"629",0,"rt stlef now charities  dumping trump   "
"630",1,"rt bassounov certains simaginent que le monde ira mieux une fois que trump aura dégagé ils ne savent pas que pence est encore pire …"
"631",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"632",1," gop neocons  showing  true collors just leftists wrapped   american flag made  china trump maga"
"633",2,"rt barbaragarro fellow gop please complete amp return  trump agenda survey  gop chair gopchairwoman asap    best go…"
"634",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"635",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"636",1,"o que os negros que votaram  trump acham  seu apoio aos neonazistas"
"637",0,"rt knp2bp thanks mittromney marcorubio senatemajldr speakerryan 

 trump lies amp silence abt antifa  charlottesville amp rallies…"
"638",1,"rt immoboum leffet trump au usa  
le nombre de chômeurs au plus bas depuis 1973
 aimerait ca en france "
"639",0,"realdonaldtrump cnn msnbc freespeechrally antifa antifaterrorists saturdaythoughts trump maga breaking "
"640",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"641",1,"rt hosamdakhakhni wakeuoamerica  airforce became isis daesh airforce now  trump "
"642",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"643",2,"amongst trumps favourite people   good veryvery good people alt nazis amp neonazis gop grope usa… "
"644",1,"rt mariankamensky1 sick trump
 
 
 
 trump charlottesville steveb…"
"645",1,"rt pocopelo23 una prueba clara de que los empresarios  saben gobernar es trump ven el país como una empresa  y tratan al ciudadanos co…"
"646",3,"grevmgbrown4 nyamnews  great historical analysis    poignant critique   rise  trump   d… "
"647",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"648",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"649",2,"rt jbtw645 <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38> maga stevebannon <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>ive got  hands back   weapons<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>now  position  help trump  effectively  watch  …"
"650",1,"rt unpersuaded112  name  dixie im  11year old bug chasing sweetheart  needs  home please rt  far  wide  trump …"
"651",0,"rt integralearth1 history will judge  dupes  voted   moneylaundering mafiaconnected fraud trump"
"652",0,"rt amjoyshow kurtbardella bannon  sending  message  trump   moderate breitbart will attack  amjoy …"
"653",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"654",0,"thehill mikepencevp   sneak  can  trust    parrots   trump lies <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>"
"655",1,"rt missamericapie trump strategy  makeamericagreatagain roman emperor hadrianbuilding  roman empire brick  brick  citizens…"
"656",1,"rt foxnews bretbaier president trump us going   president trumphes  going  change  steve bannon    …"
"657",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"658",1,"  trump  put  much effort  preparing    twitter account   presidency
"
"659",1,"rt bocavista2016 dear mittromney marcorubio senjohnmccain

 defend antifa

   


trump maga b…"
"660",1,"rt unpersuaded112  name  dixie im  11year old bug chasing sweetheart  needs  home please rt  far  wide  trump …"
"661",1,"saka bir tarafa bu trump anayasa çerçevesinde görevinden uzaklastirilabilir "
"662",2,"rt todropadime2 hey nazi trump 
20000  20 
youre  winning "
"663",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"664",1,"just leaving   maga trump  world  watching <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30> "
"665",1,"rt dreuz1fo effet trump  le nombre hebdomadaire de chômeurs vient de baisser à son plus bas point depuis mars 1973"
"666",2,"brentcannaco msnbc potus  zero     policies  trump got elected   make america great "
"667",2,"rt speedyfastmario mitchellvii ready boys  girls
1 trump brings bannon inside
2 bannon gets  scoop 
3 bannon rotates back …"
"668",-1,"trump  person  pretends ’s   idea  break  blames u bc  behavior sucked  u find   thing happened  everyone"
"669",1,"campbellclaret emcmillanscott  must constantly remind trump    35m twitter followers  president obama  93m"
"670",0,"rt anewguy8 made  look

legobatmanmovie thevoiceuk motd trump totmid casualty fraveng eubank  "
"671",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"672",1,"realdonaldtrump breitbartnews yep  said   fakenews  wonder  fox  going   resist resistance trump"
"673",0,"get  done  put   prison evilwilllose trump maga "
"674",1,"wakeuoamerica  airforce became isis daesh airforce now  trump "
"675",0,"rt bothwellca fines  illegal pollution plummet  trump  "
"676",2,"steve bannon fired  trump white house’s top strategist  news politicalnews"
"677",1,"joyannreid according  trump   man comes   house   noose  lynch    shoot     rac… "
"678",1,"rt mariankamensky1 sick trump
 
 
 
 trump charlottesville steveb…"
"679",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"680",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"681",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"682",0,"rt trunorthreports cnn calls antifa violent    tcot tlot p2 pjnet trump bostonfreespeech 2a antifa freesp…"
"683",1,"rt lovebeatshb trump altright naziscum resist "
"684",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"685",2,"rt blazebandit2015 huge win  trump supporters seattle mayor ed murray orders  removal  vladimir leninstatue <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62>

maga …"
"686",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"687",0,"rt ezrabridger2017 tired   trump empire theresistance geeksresist saturdaymornings photo thread "
"688",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"689",1,"rt cornellwbrooks   congressional declaration  one side    many sides    moral plane  pres trump  theh…"
"690",0,"rt slatukip  much   fraud  influenced    frauds nigelfarage amp raheemkassam ukip trump bannon breitbart ht…"
"691",1,"joyannreid according  trump   man comes   house   noose  lynch    shoot     rac… "
